origin_class,bytes,avg_bytes,pct_of_cdp_bytes,avg_pct_of_cdp_bytes,samples
first_party,47768080.0,47768080.0,75.94484220946465,75.94484220946465,9
third_party,14469568.0,14469568.0,23.004672965694223,23.004672965694223,8
tracker_or_ads,660738.0,660738.0,1.0504848248411334,1.0504848248411334,4
