origin_class,bytes,avg_bytes,pct_of_cdp_bytes,avg_pct_of_cdp_bytes,samples
first_party,218989937.0,218989937.0,58.15656093288833,58.15656093288833,84
third_party,137108180.0,137108180.0,36.41144581254171,36.41144581254171,73
tracker_or_ads,20454302.0,20454302.0,5.431993254569957,5.431993254569957,54
