experiment,timestamp,site_label,category,url,use_cdp,pcap_file,profile_file,pcap_bytes,cdp_bytes,cdp_network_bytes,cdp_cached_bytes,capture_scoped_to_chrome_ports,overhead_bytes,overhead_pct,web_handshake_bytes,web_control_bytes,web_payload_bytes,energy_kwh,co2_kg,num_bursts,num_bursts_out,num_bursts_in,avg_burst_bytes,burst_file,keylog_file,preamble_noise_bytes,data_quality_flag
web,1784242186,reuters,news,https://www.reuters.com,True,results/20260717_004628/web_1784242186.pcap,results/20260717_004628/web_profile_1784242186.json,546861,18592,18592,0,True,528269,2841.378012048193,145438,17544,383879,3.2264799e-05,9.130938116999999e-06,225,113,112,2430.4933333333333,results/20260717_004628/web_1784242186_bursts.json,results/20260717_004628/web_1784242186.keylog,7205,likely_bot_blocked_or_failed_load
web,1784242294,elpais,news,https://elpais.com,True,results/20260717_004628/web_1784242294.pcap,results/20260717_004628/web_profile_1784242294.json,671145,17457,17457,0,True,653688,3744.560921120468,130736,21998,518411,3.9597555e-05,1.1206108064999998e-05,381,191,190,1761.5354330708662,results/20260717_004628/web_1784242294_bursts.json,results/20260717_004628/web_1784242294.keylog,3458,likely_bot_blocked_or_failed_load
web,1784242781,bankinter,banking,https://www.bankinter.com,True,results/20260717_004628/web_1784242781.pcap,results/20260717_004628/web_profile_1784242781.json,1105194,148388,148388,0,True,956806,644.8001186079737,152722,13796,938676,6.5206446e-05,1.8453424218e-05,403,202,201,2742.4168734491313,results/20260717_004628/web_1784242781_bursts.json,results/20260717_004628/web_1784242781.keylog,3733,statistical_outlier
web,1784243559,wikipedia,education,https://www.wikipedia.org,True,results/20260717_004628/web_1784243559.pcap,results/20260717_004628/web_profile_1784243559.json,293161,80693,80693,0,True,212468,263.30412799127555,132366,13408,147387,1.7296499e-05,4.894909216999999e-06,207,104,103,1416.2367149758454,results/20260717_004628/web_1784243559_bursts.json,results/20260717_004628/web_1784243559.keylog,12688,statistical_outlier
web,1784243792,stanford,education,https://www.stanford.edu,True,results/20260717_004628/web_1784243792.pcap,results/20260717_004628/web_profile_1784243792.json,7840191,1730664,1730664,0,True,6109527,353.01635672782237,292338,130908,7416945,0.000462571269,0.000130907669127,3269,1635,1634,2398.3453655552157,results/20260717_004628/web_1784243792_bursts.json,results/20260717_004628/web_1784243792.keylog,30266,statistical_outlier
web,1784244278,etsy,ecommerce,https://www.etsy.com,True,results/20260717_004628/web_1784244278.pcap,results/20260717_004628/web_profile_1784244278.json,629084,17610,17610,0,True,611474,3472.3111868256674,135071,19844,474169,3.7115956e-05,1.0503815548e-05,313,157,156,2009.85303514377,results/20260717_004628/web_1784244278_bursts.json,results/20260717_004628/web_1784244278.keylog,3389,likely_bot_blocked_or_failed_load
web,1784244475,pccomponentes,ecommerce,https://www.pccomponentes.com,True,results/20260717_004628/web_1784244475.pcap,results/20260717_004628/web_profile_1784244475.json,1055816,134816,134816,0,True,921000,683.153334915737,117331,19634,918851,6.2293144e-05,1.7628959752e-05,443,222,221,2383.331828442438,results/20260717_004628/web_1784244475_bursts.json,results/20260717_004628/web_1784244475.keylog,3260,statistical_outlier
web,1784244988,hackernews,technology,https://news.ycombinator.com,True,results/20260717_004628/web_1784244988.pcap,results/20260717_004628/web_profile_1784244988.json,331334,11450,11450,0,True,319884,2793.7467248908297,152031,14362,164941,1.9548706e-05,5.532283797999999e-06,211,106,105,1570.303317535545,results/20260717_004628/web_1784244988_bursts.json,results/20260717_004628/web_1784244988.keylog,103677,likely_bot_blocked_or_failed_load
web,1784245929,imdb,streaming,https://www.imdb.com,True,results/20260717_004628/web_1784245929.pcap,results/20260717_004628/web_profile_1784245929.json,248546,1858,1858,0,True,246688,13277.072120559742,92390,8206,147950,1.4664214000000001e-05,4.149972562e-06,167,84,83,1488.2994011976048,results/20260717_004628/web_1784245929_bursts.json,results/20260717_004628/web_1784245929.keylog,3195,likely_bot_blocked_or_failed_load
web,1784246447,nih,health,https://www.nih.gov,True,results/20260717_004628/web_1784246447.pcap,results/20260717_004628/web_profile_1784246447.json,1134176,154109,154109,0,True,980067,635.9570174357111,173521,17664,942991,6.6916384e-05,1.8937336672e-05,449,225,224,2526.0044543429844,results/20260717_004628/web_1784246447_bursts.json,results/20260717_004628/web_1784246447.keylog,142598,statistical_outlier
web,1784246591,medscape,health,https://www.medscape.com,True,results/20260717_004628/web_1784246591.pcap,results/20260717_004628/web_profile_1784246591.json,1087517,155403,155403,0,True,932114,599.8043795808318,129082,10836,947599,6.4163503e-05,1.8158271348999996e-05,381,191,190,2854.3753280839896,results/20260717_004628/web_1784246591_bursts.json,results/20260717_004628/web_1784246591.keylog,3261,statistical_outlier
web,1784246730,iso,standards,https://www.iso.org,True,results/20260717_004628/web_1784246730.pcap,results/20260717_004628/web_profile_1784246730.json,1071839,154822,154822,0,True,917017,592.3040653137151,120808,14696,936335,6.323850100000001e-05,1.7896495783e-05,393,197,196,2727.325699745547,results/20260717_004628/web_1784246730_bursts.json,results/20260717_004628/web_1784246730.keylog,53106,statistical_outlier
web,1784246776,icann,standards,https://www.icann.org,True,results/20260717_004628/web_1784246776.pcap,results/20260717_004628/web_profile_1784246776.json,349473,38646,38646,0,True,310827,804.2928116752057,121232,14008,214233,2.0618907e-05,5.835150680999999e-06,219,110,109,1595.7671232876712,results/20260717_004628/web_1784246776_bursts.json,results/20260717_004628/web_1784246776.keylog,48651,statistical_outlier
