experiment,timestamp,site_label,category,domain,protocol,resolver_name,resolver_host,repetitions,failed_queries,pcap_file,bytes,energy_kwh,co2_kg,num_bursts,num_bursts_out,num_bursts_in,avg_burst_bytes,burst_file,keylog_file,handshake_bytes,control_bytes,payload_bytes,connection_mode,bytes_per_query,energy_kwh_per_query,co2_kg_per_query
dns,1784246208,medlineplus,health,medlineplus.gov,doq,quad9,9.9.9.9,5,5,results/20260717_004628/dns_doq_1784246208.pcap,86409,5.098131e-06,1.442771073e-06,79,40,39,1093.7848101265822,results/20260717_004628/dns_doq_1784246208_bursts.json,results/20260717_004628/dns_doq_1784246208.keylog,79780,0,6629,cold_start,17281.8,1.0196262000000001e-06,2.885542146e-07
