origin_class,bytes,avg_bytes,pct_of_cdp_bytes,avg_pct_of_cdp_bytes,samples
first_party,635156898.0,635156898.0,57.453716357736376,57.453716357736376,92
third_party,411784111.0,411784111.0,37.24832020011634,37.24832020011634,81
tracker_or_ads,58569545.0,58569545.0,5.297963442147292,5.297963442147292,52
