origin_class,bytes,avg_bytes,pct_of_cdp_bytes,avg_pct_of_cdp_bytes,samples
first_party,577211903.0,577211903.0,53.94277196630121,53.94277196630121,86
third_party,431227153.0,431227153.0,40.29991041254789,40.29991041254789,75
tracker_or_ads,61605886.0,61605886.0,5.757317621150907,5.757317621150907,54
